category_id,category_name,category_slug,parent_category_id,listing_id,listing_title,listing_slug,listing_url,region_ids,maps_url,latitude,longitude
3,Restaurants,restaurants,47,6125,Haci&#8217;s Restaurant,hacis-restaurant,https://newcyprusguide.com/business/hacis-restaurant/,45,"//maps.google.com/maps?daddr=35.22784679472004,33.525449190124505",35.22784679472004,33.525449190124505
3,Restaurants,restaurants,47,6156,Kemeraltı Restaurant,kemeralti-restaurant,https://newcyprusguide.com/business/kemeralti-restaurant/,73,"//maps.google.com/maps?daddr=35.411157401101235,33.99747506140136",35.411157401101235,33.99747506140136
3,Restaurants,restaurants,47,6056,Garavolli Restaurant,garavolli-restaurant,https://newcyprusguide.com/business/garavolli-restaurant/,46,"//maps.google.com/maps?daddr=35.395009688549656,33.97177413462066",35.395009688549656,33.97177413462066
3,Restaurants,restaurants,47,5907,Zizzi Pizzeria,zizzi-pizzeria,https://newcyprusguide.com/business/zizzi-pizzeria/,43,"//maps.google.com/maps?daddr=35.12908654222272,33.919843885883324",35.12908654222272,33.919843885883324
3,Restaurants,restaurants,47,5911,Lavonne Patisserie,lavonne-patisserie,https://newcyprusguide.com/business/lavonne-patisserie/,43,"//maps.google.com/maps?daddr=35.12321608226787,33.93022403477096",35.12321608226787,33.93022403477096
3,Restaurants,restaurants,47,5908,6 Parmak Restaurant,6-parmak-restaurant,https://newcyprusguide.com/business/6-parmak-restaurant/,46,"//maps.google.com/maps?daddr=35.39115920804198,33.97018358461685",35.39115920804198,33.97018358461685
3,Restaurants,restaurants,47,5810,Yiannagi Restaurant,yiannagi-restaurant,https://newcyprusguide.com/business/yiannagi-restaurant/,73,"//maps.google.com/maps?daddr=35.57017882349784,34.26867857931518",35.57017882349784,34.26867857931518
3,Restaurants,restaurants,47,5697,Zapata Sandwich,zapata-sandwich,https://newcyprusguide.com/business/zapata-sandwich/,43,"//maps.google.com/maps?daddr=35.1367036887473,33.926859203561776",35.1367036887473,33.926859203561776
3,Restaurants,restaurants,47,4467,Kiyi Seafront Restaurant,kiyi-seafront-restaurant,https://newcyprusguide.com/business/kiyi-seafront-restaurant/,46,"//maps.google.com/maps?daddr=35.30693841412035,33.94506469725036",35.30693841412035,33.94506469725036
3,Restaurants,restaurants,47,5666,Satir Döner &#8211; Nicosia,satir-doner-nicosia,https://newcyprusguide.com/business/satir-doner-nicosia/,45,"//maps.google.com/maps?daddr=35.18286976022254,33.35240483996199",35.18286976022254,33.35240483996199
3,Restaurants,restaurants,47,5615,Aytotoro Meze Evi,aytotoro-meze-evi,https://newcyprusguide.com/business/aytotoro-meze-evi/,46,"//maps.google.com/maps?daddr=35.192309733158275,33.882247362121575",35.192309733158275,33.882247362121575
3,Restaurants,restaurants,47,5751,Shawarmaci Restaurant,shawarmaci-restaurant,https://newcyprusguide.com/business/shawarmaci-restaurant/,43,"//maps.google.com/maps?daddr=35.14317084898869,33.91451433657073",35.14317084898869,33.91451433657073
3,Restaurants,restaurants,47,5501,The Red Ribbon,the-red-ribbon,https://newcyprusguide.com/business/the-red-ribbon/,37,"//maps.google.com/maps?daddr=35.331962012214284,33.34104195593261",35.331962012214284,33.34104195593261
3,Restaurants,restaurants,47,5394,Red Wine Bar &amp; Bistro and Hotel,red-wine-bar-bistro,https://newcyprusguide.com/business/red-wine-bar-bistro/,62,"//maps.google.com/maps?daddr=35.35907784695996,33.045312318786614",35.35907784695996,33.045312318786614
3,Restaurants,restaurants,47,5457,Costa Coffee Famagusta,costa-coffee-famagusta,https://newcyprusguide.com/business/costa-coffee-famagusta/,43,"//maps.google.com/maps?daddr=35.13350007722888,33.923708949073784",35.13350007722888,33.923708949073784
3,Restaurants,restaurants,47,5108,Palmiye Restaurant,palmiye-restaurant,https://newcyprusguide.com/business/palmiye-restaurant/,46,"//maps.google.com/maps?daddr=35.370842965478225,34.036662592826815",35.370842965478225,34.036662592826815
3,Restaurants,restaurants,47,5118,Irini Restaurant,irini-restaurant,https://newcyprusguide.com/business/irini-restaurant/,73,"//maps.google.com/maps?daddr=35.59145689824137,34.38896306037145",35.59145689824137,34.38896306037145
